Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
235,219.0870598346321,219.0870598346321,219.0874117010152,245.58973226327237,-0.3240282339812388,178758.16531535838,12.151559065935185,-1,1.6060547722988563,5.977661058784219e-07,0.0,3.5865966352705313e-07,2.0,1.7777777777777777,0.6666666666666666,O6,de-protonated,0,,C9 H16 O6,9,16,6,
236,219.12346668871868,219.12346668871868,219.12379721039952,125.67336278014295,-0.16312094229027083,178743.29029817108,6.218204958180117,-1,1.5083787568712803,3.239680099782292e-06,0.0,1.943808059869375e-06,1.0,2.0,0.5,O5,de-protonated,0,,C10 H20 O5,10,20,5,
237,221.03000259315175,221.03000259315175,221.0302907467246,1443.3515774452574,-1.9287858399761257,177971.04083671703,71.41573788367903,-1,1.3036836348533787,7.930793810423423e-05,0.0,4.7584762862540536e-05,3.0,1.4285714285714286,1.1428571428571428,O8,de-protonated,0,,C7 H10 O8,7,10,8,
238,221.06640001348242,221.06640001348242,221.0666762561089,327.65812540067645,-0.4290433851062876,177956.4158461698,16.212229345043163,-1,1.2495896313368589,0.00017082739001880845,0.0,0.00010249643401128507,2.0,1.75,0.875,O7,de-protonated,0,,C8 H14 O7,8,14,7,
239,221.08162405654292,221.08162405654292,221.0819323973938,1705.065051397682,-2.259861249568891,142360.08268353646,84.36508518650018,-1,1.3946904097915038,2.280336112052661e-05,0.9933085119078581,0.39733708677981555,6.0,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H14 O4,12,14,4,
240,222.0849807085826,222.0849807085826,222.0852872324661,208.4563325040255,-0.31453917033073786,177547.54111675388,10.314231844088003,-1,1.380207970166413,2.5338410393098625e-05,0.9933085119078581,0.39733860780937913,6.0,1.2727272727272727,0.36363636363636365,13C1 O4,de-protonated,1,239,C11 H14 O4 13C1,11,14,4,1
241,223.04562192830343,223.04562192830343,223.0459408112026,1230.163569850478,-1.7048685274825823,177164.7913968035,60.867387011827795,-1,1.4296736269022365,1.1706451692355947e-05,0.0,7.023871015413568e-06,2.0,1.7142857142857142,1.1428571428571428,O8,de-protonated,0,,C7 H12 O8,7,12,8,
244,225.06129020570825,225.06129020570825,225.0615908756806,167.1281304339926,-0.22550138002778508,176369.91696008877,8.269349576760359,-1,1.3359452902525994,4.941400016797927e-05,0.0,2.964840010078756e-05,1.0,2.0,1.1428571428571428,O8,de-protonated,0,,C7 H14 O8,7,14,8,
245,225.11287157448558,225.11287157448558,225.11323252634983,151.10595767049605,-0.20956684997215191,176349.4169684199,7.476586878963474,-1,1.6034235757764776,6.264787965151351e-07,0.0,3.75887277909081e-07,4.0,1.5,0.3333333333333333,O4,de-protonated,0,,C12 H18 O4,12,18,4,
246,225.1492917351348,225.1492917351348,225.1496180357341,127.4571409309762,-0.173936692941438,176335.16696806098,6.30646469673115,-1,1.4492611720093922,8.557904079644644e-06,0.0,5.134742447786786e-06,3.0,1.6923076923076923,0.23076923076923078,O3,de-protonated,0,,C13 H22 O3,13,22,3,
249,227.0557112289692,227.0557112289692,227.05611157205922,126.9134109493532,-0.17009728026943144,175593.2924950614,6.279561426277935,-1,1.7631901086634907,3.1561438131774174e-08,0.0,1.8936862879064502e-08,5.0,1.2,0.6,O6,de-protonated,0,,C10 H12 O6,10,12,6,
250,227.09210172783705,227.09210172783705,227.0924970814435,215.97933057965255,-0.29529281336926566,175579.5424922379,10.686463022592244,-1,1.7409364533441898,4.867454484794128e-08,0.0,2.920472690876477e-08,4.0,1.4545454545454546,0.45454545454545453,O5,de-protonated,0,,C11 H16 O5,11,16,5,
251,227.1285081536973,227.1285081536973,227.12888259082783,332.2614382963783,-0.44727507205058964,175565.16749805366,16.43999712684577,-1,1.6485667795582963,2.7714203410180523e-07,0.0,1.6628522046108314e-07,3.0,1.6666666666666667,0.3333333333333333,O4,de-protonated,0,,C12 H20 O4,12,20,4,
252,227.16491219176052,227.16491219176052,227.1652681002121,238.8805269448494,-0.3231372458232345,175551.4175037854,11.819593621122102,-1,1.5667379725689103,1.195383207476028e-06,0.0,7.172299244856168e-07,2.0,1.8461538461538463,0.23076923076923078,O3,de-protonated,0,,C13 H24 O3,13,24,3,
253,227.2013036316672,227.2013036316672,227.2016536095964,1215.1213378289854,-1.6739026799507046,175537.042557104,60.123110900574396,-1,1.5403846039148403,1.3109155978475445e-06,0.9761503297885694,0.3904609184647865,1.0,2.0,0.14285714285714285,O2,de-protonated,0,,C14 H28 O2,14,28,2,
254,228.20464463777708,228.20464463777708,228.2050084446687,147.8885727241941,-0.19914698372772993,175151.0428069394,7.317393565576382,-1,1.5942108111154976,7.378764033242606e-07,0.9761503297885694,0.39046057464126976,1.0,2.1538461538461537,0.15384615384615385,13C1 O2,de-protonated,1,253,C13 H28 O2 13C1,13,28,2,1
255,229.02949169354716,229.02949169354716,229.0295029003384,177.34145344454436,-0.24400269073669892,174835.04303620377,8.774695613333055,-1,0.048931648982506445,0.9867863751639089,0.0,0.5920718250983453,14.0,0.375,0.125,O2,de-protonated,0,,C16 H6 O2,16,6,2,
256,229.07139000913935,229.07139000913935,229.07176163653722,228.89879505269738,-0.30991039497926265,174819.04302427912,11.3257065047919,-1,1.6223186795842446,4.4652694080054336e-07,0.0,2.67916164480326e-07,4.0,1.4,0.6,O6,de-protonated,0,,C10 H14 O6,10,14,6,
257,229.1077652507559,229.1077652507559,229.10814714592152,262.9425873929126,-0.3609679358500951,174805.16806765136,13.010162730376635,-1,1.6668772820807582,1.9780200183345648e-07,0.0,1.1868120110007389e-07,3.0,1.6363636363636365,0.45454545454545453,O5,de-protonated,0,,C11 H18 O5,11,18,5,
258,229.1441625993525,229.1441625993525,229.14453265530582,448.8392813623261,-0.627688487235261,174791.29307449685,22.208163950190766,-1,1.6149455936100532,5.098431982611067e-07,0.0,3.05905918956664e-07,2.0,1.8333333333333333,0.3333333333333333,O4,de-protonated,0,,C12 H22 O4,12,22,4,
259,229.18053726956072,229.18053726956072,229.1809181646901,138.40154884268296,-0.1901289875920213,174777.41809555274,6.847984156666169,-1,1.6619844812223195,2.1653504731482583e-07,0.0,1.299210283888955e-07,1.0,2.0,0.23076923076923078,O3,de-protonated,0,,C13 H26 O3,13,26,3,
261,231.05062889580205,231.05062889580205,231.0510261916309,153.69972602595303,-0.21334420979583432,174068.66859099566,7.604924204324052,-1,1.7195155347714224,7.347664835468287e-08,0.0,4.408598901280972e-08,4.0,1.3333333333333333,0.7777777777777778,O7,de-protonated,0,,C9 H12 O7,9,12,7,
262,231.08702108976817,231.08702108976817,231.0874117010152,276.97712567731713,-0.38055726418634844,174055.29358304164,13.70457906185115,-1,1.6903181534922398,1.2774918338901896e-07,0.0,7.664951003341137e-08,3.0,1.6,0.6,O6,de-protonated,0,,C10 H16 O6,10,16,6,
263,231.1234013121405,231.1234013121405,231.12379721039952,205.92578686293297,-0.29354470140342265,174041.29363603852,10.189022721770883,-1,1.7129272874860328,8.331259757153258e-08,0.0,4.998755854291955e-08,2.0,1.8181818181818181,0.45454545454545453,O5,de-protonated,0,,C11 H20 O5,11,20,5,
264,231.15981498349254,231.15981498349254,231.16018271978382,132.6346593568225,-0.17573436073324225,174027.54359826667,6.562643651717731,-1,1.590828865743017,7.83380653511864e-07,0.0,4.700283921071184e-07,1.0,2.0,0.3333333333333333,O4,de-protonated,0,,C12 H24 O4,12,24,4,
265,233.06629075326427,233.06629075326427,233.0666762561089,247.0926750002903,-0.3478249493922104,138651.585314902,12.225923320797493,-1,1.6540453179718417,2.506382738620135e-07,0.0,1.5038296431720807e-07,3.0,1.5555555555555556,0.7777777777777778,O7,de-protonated,0,,C9 H14 O7,9,14,7,
266,233.1026724137173,233.1026724137173,233.1030617654932,159.29752144774062,-0.22415653446247286,173300.79414320012,7.881898087067465,-1,1.6702988496129223,1.8564405013655628e-07,0.0,1.1138643008193376e-07,2.0,1.8,0.6,O6,de-protonated,0,,C10 H18 O6,10,18,6,
267,233.15434350946842,233.15434350946842,233.15470341616242,287.9970647102241,-0.40997002824300033,173281.9191456206,14.249835733729528,-1,1.5436390033222116,1.7817821007327717e-06,0.0,1.069069260439663e-06,5.0,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,,C15 H22 O2,15,22,2,
268,235.04560970055402,235.04560970055402,235.0459408112026,201.01652896967582,-0.2898389232680413,172583.04469552735,9.946117056659963,-1,1.4087060913759841,1.6293601617823574e-05,0.0,9.776160970694144e-06,3.0,1.5,1.0,O8,de-protonated,0,,C8 H12 O8,8,12,8,
269,235.08193488140714,235.08193488140714,235.08232632058693,134.85973402034693,-0.18835408224311,172570.04468494328,6.672738344809167,-1,1.6651153062848167,2.0435988808239841e-07,0.0,1.2261593284943903e-07,2.0,1.7777777777777777,0.7777777777777778,O7,de-protonated,0,,C9 H16 O7,9,16,7,
273,237.06126930660156,237.06126930660156,237.0615908756806,294.27103945450114,-0.44129245483053314,171847.79520850707,14.560266361185647,-1,1.3564790392500605,3.634627629328026e-05,0.0,2.1807765775968156e-05,2.0,1.75,1.0,O8,de-protonated,0,,C8 H14 O8,8,14,8,
274,237.0764395234684,237.0764395234684,237.0768470169655,148.3637477197517,-0.8901002863698132,171842.29521828948,7.340904796978288,-1,1.7188245171746548,7.445295041528492e-08,0.0,4.467177024917095e-08,6.0,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H14 O5,12,14,5,
277,239.1285017656062,239.1285017656062,239.12888259082783,215.30633590411492,-0.3133021470252034,171103.67077058545,10.6531638513464,-1,1.5925521731802166,7.598653583320301e-07,0.0,4.55919214999218e-07,4.0,1.5384615384615385,0.3076923076923077,O4,de-protonated,0,,C13 H20 O4,13,20,4,
278,241.10771543500363,241.10771543500363,241.10814714592152,191.39008920239465,-0.2899760059393143,170399.92128224173,9.469809475114227,-1,1.790528121942319,1.839731947405908e-08,0.0,1.1038391684435447e-08,4.0,1.5,0.4166666666666667,O5,de-protonated,0,,C12 H18 O5,12,18,5,
279,241.1441763375504,241.1441763375504,241.14453265530582,227.22396511598419,-0.33824841846120945,170387.04629320034,11.242837425886151,-1,1.477610756956201,5.397196919323596e-06,0.0,3.238318151594158e-06,3.0,1.6923076923076923,0.3076923076923077,O4,de-protonated,0,,C13 H22 O4,13,22,4,
280,241.18056089025242,241.18056089025242,241.1809181646901,251.148740455371,-0.3885665410087575,170373.92131057355,12.426613791439303,-1,1.481354496840625,5.075055843256243e-06,0.0,3.0450335059537455e-06,2.0,1.8571428571428572,0.21428571428571427,O3,de-protonated,0,,C14 H26 O3,14,26,3,
281,241.21693081397353,241.21693081397353,241.21730367407443,942.2617165700061,-1.4286282350717212,170361.0463353449,46.62226225400806,-1,1.5457435897703051,1.19513614512767e-06,0.9772166990577165,0.3908873967047737,1.0,2.0,0.13333333333333333,O2,de-protonated,0,,C15 H30 O2,15,30,2,
282,242.22027107562465,242.22027107562465,242.22065850914672,125.6910675738632,-0.18215186313775328,170008.17158488475,6.219080975449483,-1,1.599506517937049,6.717023267659032e-07,0.9772166990577165,0.39088708264448263,1.0,2.142857142857143,0.14285714285714285,13C1 O2,de-protonated,1,281,C14 H30 O2 13C1,14,30,2,1
284,243.05063068179,243.05063068179,243.0510261916309,143.23238836934914,-0.2120835322345781,169717.1718122594,7.087009751528619,-1,1.627270812621817,4.0833892042314147e-07,0.0,2.4500335225388486e-07,5.0,1.2,0.7,O7,de-protonated,0,,C10 H12 O7,10,12,7,
285,243.08699878054875,243.08699878054875,243.0874117010152,213.04559909190482,-0.3189938027337668,169704.7968292431,10.541304627212977,-1,1.6986501422263074,1.092017918465334e-07,0.0,6.552107510792005e-08,4.0,1.4545454545454546,0.5454545454545454,O6,de-protonated,0,,C11 H16 O6,11,16,6,
286,243.12335254766614,243.12335254766614,243.12379721039952,223.3742177396586,-0.32869581388242,169691.7968464819,11.052355388216103,-1,1.8289560235325644,8.495081114045362e-09,0.0,5.0970486684272165e-09,3.0,1.6666666666666667,0.4166666666666667,O5,de-protonated,0,,C12 H20 O5,12,20,5,
287,243.1597792582808,243.1597792582808,243.16018271978382,366.26489609685353,-0.5411549016933017,169679.42184219498,18.122457635681556,-1,1.659241650971033,2.2777563322207214e-07,0.0,1.3666537993324328e-07,2.0,1.8461538461538463,0.3076923076923077,O4,de-protonated,0,,C13 H24 O4,13,24,4,
289,245.06627496822625,245.06627496822625,245.0666762561089,315.6405789105126,-0.4833182412021393,169017.79734545568,15.617611953440237,-1,1.6374640925621156,3.3941303456045617e-07,0.0,2.036478207362737e-07,4.0,1.4,0.7,O7,de-protonated,0,,C10 H14 O7,10,14,7,
290,245.10260596545055,245.10260596545055,245.1030617654932,201.06373633541696,-0.31458824169459465,169005.54734631558,9.948452834657946,-1,1.8596260665830993,4.531228149440602e-09,0.0,2.718736889664361e-09,3.0,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,,C11 H18 O6,11,18,6,
291,245.13902005136876,245.13902005136876,245.1394472748775,237.79164235761544,-0.35995003065031383,168993.04738568814,11.765716591102072,-1,1.7427774823698188,4.697074619954686e-08,0.0,2.8182447719728118e-08,2.0,1.8333333333333333,0.4166666666666667,O5,de-protonated,0,,C12 H22 O5,12,22,5,
292,245.17543753625122,245.17543753625122,245.17583278426181,156.44276583763985,-0.23884634908527597,168980.1723960542,7.740647347082285,-1,1.6121002062167678,5.365262134148096e-07,0.0,3.2191572804888574e-07,1.0,2.0,0.3076923076923077,O4,de-protonated,0,,C13 H26 O4,13,26,4,
293,247.04552609525282,247.04552609525282,247.0459408112026,185.99298162068573,-0.2893613196775455,168339.67285737456,9.202765446196775,-1,1.678699712335347,1.5878141060965837e-07,0.0,9.526884636579502e-08,4.0,1.3333333333333333,0.8888888888888888,O8,de-protonated,0,,C9 H12 O8,9,12,8,
294,247.08193772298986,247.08193772298986,247.0823263205869,526.3429090266756,-0.8084130691006366,168327.2978846283,26.042973739298688,-1,1.5727454198139854,1.0764703253689318e-06,0.0,6.458821952213591e-07,3.0,1.6,0.7,O7,de-protonated,0,,C10 H16 O7,10,16,7,
295,247.11823078313265,247.11823078313265,247.1187118299712,128.78725559250745,-0.19974208281701952,168314.9228911767,6.372277573862092,-1,1.9466224754745516,7.199180873904482e-10,0.0,4.3195085243426894e-10,2.0,1.8181818181818181,0.5454545454545454,O6,de-protonated,0,,C11 H20 O6,11,20,6,
297,249.0612200835363,249.0612200835363,249.0615908756806,408.4022023528116,-0.9106454596535993,167656.79839483797,20.20737365041044,-1,1.4887568290934174,4.49153479323009e-06,0.0,2.694920875938054e-06,3.0,1.5555555555555556,0.8888888888888888,O8,de-protonated,0,,C9 H14 O8,9,14,8,
298,249.0975741567998,249.0975741567998,249.09797638506492,189.21903758600294,-0.2898140639023039,167644.54840215444,9.362387793805919,-1,1.6147391920551342,5.117348520660694e-07,0.0,3.0704091123964166e-07,2.0,1.8,0.7,O7,de-protonated,0,,C10 H18 O7,10,18,7,
301,251.07685628106182,251.07685628106182,251.07724094015862,369.5321686011164,-0.5819829281607339,166982.7989201778,18.284119340567063,-1,1.532034904298564,2.1725338958040505e-06,0.0,1.3035203374824302e-06,2.0,1.7777777777777777,0.8888888888888888,O8,de-protonated,0,,C9 H16 O8,9,16,8,
303,253.1440843570294,253.1440843570294,253.14453265530582,180.85184819814106,-0.2908277724131495,166299.54945089275,8.948386788448435,-1,1.7709182643919348,2.7118114945338842e-08,0.0,1.6270868967203303e-08,4.0,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,,C14 H22 O4,14,22,4,
306,255.12332530623632,255.12332530623632,255.1237972103995,251.53711143676986,-0.4147146370554714,165652.9249799415,12.445830038293241,-1,1.8497065672550328,5.558943892342364e-09,0.0,3.3353663354054183e-09,4.0,1.5384615384615385,0.38461538461538464,O5,de-protonated,0,,C13 H20 O5,13,20,5,
307,255.15973278496398,255.15973278496398,255.16018271978382,143.1433409770027,-0.24049952757293624,165641.42500172794,7.082603766645647,-1,1.7633425993228289,3.14672867158835e-08,0.0,1.88803720295301e-08,3.0,1.7142857142857142,0.2857142857142857,O4,de-protonated,0,,C14 H24 O4,14,24,4,
308,255.19611007166296,255.19611007166296,255.1965682291681,172.93035948870204,-0.2746216819613347,165629.30002325884,8.556438651790598,-1,1.795312171771393,1.672492821805834e-08,0.0,1.0034956930835005e-08,2.0,1.8666666666666667,0.2,O3,de-protonated,0,,C15 H28 O3,15,28,3,
309,255.23253310891167,255.23253310891167,255.23295373855242,1850.834075185649,-3.042833803233308,165617.80001904414,91.57760537706065,-1,1.648022461818425,2.267826973880708e-07,0.9815613488774056,0.3926246756205807,1.0,2.0,0.125,O2,de-protonated,0,,C16 H32 O2,16,32,2,
310,256.23587966100865,256.23587966100865,256.2363085736247,276.593128226894,-0.4565348339851274,165292.92526568763,13.685579213376284,-1,1.6738947669741928,1.7364675807404936e-07,0.9815613488774056,0.3926246437390171,1.0,2.1333333333333333,0.13333333333333333,13C1 O2,de-protonated,1,309,C15 H32 O2 13C1,15,32,2,1
311,257.1025971531116,257.1025971531116,257.1030617654932,168.39233230090775,-0.268678824492042,165014.05050719887,8.33190114809648,-1,1.8071055956036608,1.3208669941211488e-08,0.0,7.925201964726893e-09,4.0,1.5,0.5,O6,de-protonated,0,,C12 H18 O6,12,18,6,
312,257.1389889819442,257.1389889819442,257.13944727487745,236.89805221216358,-0.3934357662640795,165002.67551009305,11.721502554411174,-1,1.7822739300837203,2.1672444272532755e-08,0.0,1.3003466563519653e-08,3.0,1.6923076923076923,0.38461538461538464,O5,de-protonated,0,,C13 H22 O5,13,22,5,
313,257.1753680558305,257.1753680558305,257.1758327842618,262.99392003848436,-0.41872310994565193,164991.0505008763,13.012702623510306,-1,1.8070454997148273,1.3224617701395907e-08,0.0,7.934770620837544e-09,2.0,1.8571428571428572,0.2857142857142857,O4,de-protonated,0,,C14 H26 O4,14,26,4,
316,259.08181792771705,259.08181792771705,259.0823263205869,138.7921839571876,-0.22768452297425915,164382.55101278692,6.8673124307897915,-1,1.962283097681266,5.123710867028995e-10,0.0,3.0742265202173967e-10,4.0,1.4545454545454546,0.6363636363636364,O7,de-protonated,0,,C11 H16 O7,11,16,7,
317,259.1182291083906,259.1182291083906,259.1187118299712,196.58532433317507,-0.3342326766650575,164371.30101266602,9.726865036726322,-1,1.8629360155370258,4.2314312490821895e-09,0.0,2.5388587494493137e-09,3.0,1.6666666666666667,0.5,O6,de-protonated,0,,C12 H20 O6,12,20,6,
318,259.15463711450775,259.15463711450775,259.15509733935545,204.42789241164624,-2.1409281927800485,131487.69082159945,10.114908251546066,-1,1.7758664692489894,2.4598875849226035e-08,0.0,1.475932550953562e-08,2.0,1.8461538461538463,0.38461538461538464,O5,de-protonated,0,,C13 H24 O5,13,24,5,
320,261.06117624495545,261.06117624495545,261.06159087568057,418.6767474553855,-0.6974118992738747,163758.1765197679,20.71574890103248,-1,1.5882486723795926,8.199053596420162e-07,0.0,4.919432157852097e-07,4.0,1.4,0.8,O8,de-protonated,0,,C10 H14 O8,10,14,8,
321,261.09752495579403,261.09752495579403,261.0979763850649,170.92930918358874,-0.2847004304077803,163746.80151146153,8.457428482463058,-1,1.7289650311266933,6.130933195352993e-08,0.0,3.678559917211796e-08,3.0,1.6363636363636365,0.6363636363636364,O7,de-protonated,0,,C11 H18 O7,11,18,7,
322,261.1338983888085,261.1338983888085,261.13436189444917,169.05271929239083,-0.28518333352851255,163735.6765287122,8.36457650247481,-1,1.7749699322991943,2.5037798213089472e-08,0.0,1.5022678927853683e-08,2.0,1.8333333333333333,0.5,O6,de-protonated,0,,C12 H22 O6,12,22,6,
323,261.17029640134024,261.17029640134024,261.17074740383345,136.8435608029082,-0.22495243261302908,163724.301551454,6.770896309731882,-1,1.7268491884737691,6.385111599129748e-08,0.0,3.831066959477849e-08,1.0,2.0,0.38461538461538464,O5,de-protonated,0,,C13 H26 O5,13,26,5,
325,263.0404297069801,263.0404297069801,263.0408554307743,170.27051041716268,-0.2948657798922429,163140.9270216465,8.424831712032079,-1,1.618470231542775,4.785633849772806e-07,0.0,2.8713803098636835e-07,4.0,1.3333333333333333,1.0,O9,de-protonated,0,,C9 H12 O9,9,12,9,
326,263.076829537273,263.076829537273,263.07724094015856,1615.6645357414636,-2.855681934309727,163129.9270150292,79.94162807976322,-1,1.5638102486206882,1.5277958544651227e-06,0.9918621978535048,0.3967457958189146,3.0,1.6,0.8,O8,de-protonated,0,,C10 H16 O8,10,16,8,
328,264.08018826764146,264.08018826764146,264.0805957752309,160.01360163964168,-0.3159227821822484,162819.4272916789,7.917329090911322,-1,1.5431182599658229,1.7977647541302373e-06,0.9918621978535048,0.3967459578002544,3.0,1.7777777777777777,0.8888888888888888,13C1 O8,de-protonated,1,326,C9 H16 O8 13C1,9,16,8,1
327,263.14955109505667,263.14955109505667,263.15001195892717,138.98288756687631,-0.23579619380755368,163107.4270421864,6.876748273875997,-1,1.7513351683706113,3.9781637524802296e-08,0.0,2.3868982514881376e-08,1.0,2.0,0.5,O6,de-protonated,0,,C12 H24 O6,12,24,6,
329,265.056080903791,265.056080903791,265.0565054952523,260.3107421102767,-0.43724445881170043,162519.4275276082,12.879941392906101,-1,1.6018903610882755,6.438188146402673e-07,0.0,3.8629128878416035e-07,3.0,1.5555555555555556,1.0,O9,de-protonated,0,,C9 H14 O9,9,14,9,
330,265.09246470836666,265.09246470836666,265.0928910046366,1555.142232387819,-2.750868701104167,162508.30253245134,76.94703894433525,-1,1.608101478445485,3.1866297645309483e-07,0.9816922594402383,0.3926770949738812,2.0,1.8,0.8,O8,de-protonated,0,,C10 H18 O8,10,18,8,
333,266.0957857012542,266.0957857012542,266.0962458397089,135.12713341723088,-0.22573605535234204,162201.92776488792,6.68596902646465,-1,1.7292181377173181,6.101192574675331e-08,0.9816922594402383,0.3926769403832508,2.0,2.0,0.8888888888888888,13C1 O8,de-protonated,1,330,C9 H18 O8 13C1,9,18,8,1
334,267.07173074640855,267.07173074640855,267.0721555597303,271.60253616204653,-0.4783293104674721,161905.30303508881,13.438649206608039,-1,1.5906312690610134,7.861213760605148e-07,0.0,4.7167282563630885e-07,2.0,1.7777777777777777,1.0,O9,de-protonated,0,,C9 H16 O9,9,16,9,
336,269.1389134162731,269.1389134162731,269.13944727487745,238.21928886692427,-2.050596329945146,161282.30357635758,11.786876155752097,-1,1.9835762083472857,3.212672980435321e-10,0.0,1.9276037882611925e-10,4.0,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,,C14 H22 O5,14,22,5,
337,269.2117266186526,269.2117266186526,269.2122182936461,345.18940341357506,-0.5929898614569362,161260.17859576154,17.07966121327248,-1,1.8263472461026333,8.957259975469458e-09,0.0,5.374355985281675e-09,2.0,1.875,0.1875,O3,de-protonated,0,,C16 H30 O3,16,30,3,
338,269.2481161245346,269.2481161245346,269.2486038030304,269.9267285544047,-0.4726471021722878,161249.30359028975,13.355731753424068,-1,1.8112572875520256,1.2151055636401633e-08,0.0,7.29063338184098e-09,1.0,2.0,0.11764705882352941,O2,de-protonated,0,,C17 H34 O2,17,34,2,
342,271.11817922683775,271.11817922683775,271.1187118299712,180.95002311931881,-0.31196628322857356,160692.5540770332,8.95324439524857,-1,1.9644646797971184,4.885575862266049e-10,0.0,2.9313455173596296e-10,4.0,1.5384615384615385,0.46153846153846156,O6,de-protonated,0,,C13 H20 O6,13,20,6,
343,271.1545301548475,271.1545301548475,271.15509733935545,168.07230412483221,-0.28713879201578796,160681.42907912176,8.316066441781572,-1,2.091734632667812,2.7757335622863356e-11,0.0,1.6654401373718013e-11,3.0,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,,C14 H24 O5,14,24,5,
344,271.19100585204313,271.19100585204313,271.1914828487398,161.19485234956093,-0.2895300134296057,160670.67908484617,7.975776313606586,-1,1.7588926157900497,3.4330207396750835e-08,0.0,2.05981244380505e-08,2.0,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,,C15 H28 O4,15,28,4,
346,273.0974102172994,273.0974102172994,273.0979763850649,143.40795209408137,-0.25291119448996136,160109.17955441037,7.095696486724178,-1,2.073130577504386,4.268994387333389e-11,0.0,2.5613966324000333e-11,4.0,1.5,0.5833333333333334,O7,de-protonated,0,,C12 H18 O7,12,18,7,
347,273.1338175739745,273.1338175739745,273.13436189444917,204.30422084484445,-0.35950647934272195,160098.17957073657,10.108789093652454,-1,1.9928670669058743,2.616547425972618e-10,0.0,1.5699284555835707e-10,3.0,1.6923076923076923,0.46153846153846156,O6,de-protonated,0,,C13 H22 O6,13,22,6,
348,275.1130681572877,275.1130681572877,275.1136264495429,172.61184993211492,-0.31458073039296325,159521.55507483284,8.540679085402113,-1,2.0293151683139152,1.1588245758077167e-10,0.0,6.9529474548463e-11,3.0,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,,C12 H20 O7,12,20,7,
349,275.14943569277045,275.14943569277045,275.15001195892717,147.08850572566925,-0.2583405391935274,159511.05507416112,7.277806970079556,-1,2.0943708219764394,2.6106714993215466e-11,0.0,1.566402899592928e-11,2.0,1.8461538461538463,0.46153846153846156,O6,de-protonated,0,,C13 H24 O6,13,24,6,
351,277.0560506941197,277.0560506941197,277.0565054952523,546.0355692375408,-1.0026424959985838,158960.93055637175,27.017348854709436,-1,1.641546484505457,3.1508736313420137e-07,0.0,1.8905241788052081e-07,4.0,1.4,0.9,O9,de-protonated,0,,C10 H14 O9,10,14,9,
352,277.1287541996589,277.1287541996589,277.1292765140209,166.7086185981913,-0.29587453014407705,158940.0555713366,8.248592508439058,-1,1.8847318066556815,2.6878556217178116e-09,0.0,1.6127133730306868e-09,2.0,1.8333333333333333,0.5833333333333334,O7,de-protonated,0,,C12 H22 O7,12,22,7,
353,277.16511945595346,277.16511945595346,277.16566202340516,139.69574741508075,-0.25969316352996974,158929.93057218048,6.912019938010162,-1,1.9575565304224563,5.679191468457546e-10,0.0,3.407514881074528e-10,1.0,2.0,0.46153846153846156,O6,de-protonated,0,,C13 H26 O6,13,26,6,
355,279.07171277338125,279.07171277338125,279.0721555597303,1896.727741727477,-3.5413782567855487,158385.80608788235,93.84838272021734,-1,1.5866375064839509,4.991810501120867e-07,0.9801339562616501,0.3920538820132901,3.0,1.6,0.9,O9,de-protonated,0,,C10 H16 O9,10,16,9,
356,280.07503985312474,280.07503985312474,280.0755103948026,161.32195051143555,-0.3347056472015753,158102.18129609068,7.982065016342478,-1,1.6800529158063482,1.5482230805755918e-07,0.9801339562616501,0.39205367539804487,3.0,1.7777777777777777,1.0,13C1 O9,de-protonated,1,355,C9 H16 O9 13C1,9,16,9,1
358,281.0510146078586,281.0510146078586,281.051420114824,199.6165111025391,-0.362345626870326,157827.43154971054,9.876845431787475,-1,1.4428212647199536,9.490830318190769e-06,0.0,5.694498190914461e-06,3.0,1.5555555555555556,1.1111111111111112,O10,de-protonated,0,,C9 H14 O10,9,14,10,
359,281.08732137830447,281.08732137830447,281.08780562420833,4480.039132645143,-8.618479594390998,157816.9315407279,221.66830688051465,-1,1.7227567122216405,4.299186669097535e-08,0.996939720512775,0.39877591400023005,2.0,1.8,0.9,O9,de-protonated,0,,C10 H18 O9,10,18,9,
360,282.0906541842255,282.0906541842255,282.0911604592806,471.32863269696946,-0.9004767684656781,157536.3067923282,23.320916827027368,-1,1.7947214449316409,1.6923143840109847e-08,0.996939720512775,0.3987758983589963,2.0,2.0,1.0,13C1 O9,de-protonated,1,359,C9 H18 O9 13C1,9,18,9,1
