Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
119,167.03489795993974,167.03489795993974,167.0349822039598,140.08844427220632,-0.1236384017090528,204724.89974766807,6.931450225304311,-1,0.5043495616727157,0.24337344023179294,0.0,0.14602406413907576,5.0,1.0,0.5,O4,de-protonated,0,,C8 H8 O4,8,8,4,
120,167.07125729774802,167.07125729774802,167.0713677133441,183.07191649302808,-0.16085885630817837,204702.89975415627,9.058233770922483,-1,0.6608888021591188,0.08834353381161097,0.0,0.053006120286966586,4.0,1.3333333333333333,0.3333333333333333,O3,de-protonated,0,,C9 H12 O3,9,12,3,
123,169.01420538222325,169.01420538222325,169.01424675905352,1095.87394631855,-1.9699851715223113,203522.90036783722,54.22285722122114,-1,0.24481267740004836,0.7167970854257433,0.0,0.43007825125544596,5.0,0.8571428571428571,0.7142857142857143,O5,de-protonated,0,,C7 H6 O5,7,6,5,
124,169.05053993321525,169.05053993321525,169.05063226843782,288.34989720468343,-0.2506618100109076,203501.0253877125,14.267293568213454,-1,0.5461986230778282,0.19063299353935742,0.0,0.11437979612361444,4.0,1.25,0.5,O4,de-protonated,0,,C8 H10 O4,8,10,4,
125,169.08693551294243,169.08693551294243,169.0870177778221,386.60627373317413,-0.3401575610705558,162783.17030710875,19.128930705839338,-1,0.486523925649733,0.2684660748956326,0.0,0.16107964493737956,3.0,1.5555555555555556,0.3333333333333333,O3,de-protonated,0,,C9 H14 O3,9,14,3,
126,169.12331508551307,169.12331508551307,169.12340328720643,148.37407210336465,-0.12949135792323185,203456.90043089073,7.3414156381935785,-1,0.5215226967079453,0.22068191639650084,0.0,0.1324091498379005,2.0,1.8,0.2,O2,de-protonated,0,,C10 H18 O2,10,18,2,
127,171.02984572346375,171.02984572346375,171.02989682353152,2400.230985925782,-20.70490525858029,202320.02602298258,118.76127038608611,-1,0.2987785686235278,0.4430592683044282,0.998427614407086,0.6652066067454914,4.0,1.1428571428571428,0.7142857142857143,O5,de-protonated,0,,C7 H8 O5,7,8,5,
131,172.03316897593456,172.03316897593456,172.03325165860383,187.44473991645373,-0.17016205931348907,201728.9013575141,9.274597140941955,-1,0.48062027820707826,0.27711843862657093,0.998427614407086,0.565642108938777,4.0,1.3333333333333333,0.8333333333333334,13C1 O5,de-protonated,1,127,C6 H8 O5 13C1,6,8,5,1
128,171.0661830673168,171.0661830673168,171.06628233291582,717.083065465499,-0.6662804361340683,202298.27602507162,35.480625125829,-1,0.5802756548567284,0.15402108760527236,0.0,0.09241265256316342,3.0,1.5,0.5,O4,de-protonated,0,,C8 H12 O4,8,12,4,
129,171.10259092992618,171.10259092992618,171.10266784230012,1115.3841219029364,-1.0351180377844258,202277.02603184522,55.18820316144265,-1,0.4495100801852088,0.3254482766118606,0.0,0.19526896596711635,2.0,1.7777777777777777,0.3333333333333333,O3,de-protonated,0,,C9 H16 O3,9,16,3,
130,171.13896403907174,171.13896403907174,171.13905335168442,1574.6479875512907,-1.4606424754556135,202255.52605106667,77.91216616610568,-1,0.5218716063791684,0.29791091015787996,0.9811015441283544,0.5711871637460697,1.0,2.0,0.2,O2,de-protonated,0,,C10 H20 O2,10,20,2,
132,172.14233591393787,172.14233591393787,172.1424081867567,135.7238667603066,-0.12155542719512252,201664.90136407662,6.715494855570666,-1,0.41984319611872317,0.3755857824933674,0.9811015441283544,0.6177920871473621,1.0,2.2222222222222223,0.2222222222222222,13C1 O2,de-protonated,1,130,C9 H20 O2 13C1,9,20,2,1
133,173.00905814434458,173.00905814434458,173.0091613786252,658.7793646090865,-0.6148541638720093,201159.1516512361,32.59581044652547,-1,0.5966983471113662,0.13833879844570024,0.0,0.08300327906742014,4.0,1.0,1.0,O6,de-protonated,0,,C6 H6 O6,6,6,6,
134,173.04544301567768,173.04544301567768,173.0455468880095,1980.836444373098,-9.189777034977046,201138.02663650914,98.01000567871222,-1,0.6002600685340524,0.078626881822668,0.994535719886132,0.44499041704805364,3.0,1.4285714285714286,0.7142857142857143,O5,de-protonated,0,,C7 H10 O5,7,10,5,
137,174.04875759198305,174.04875759198305,174.04890172308183,163.690420133775,-0.1498128086776483,200557.40199800575,8.099254763024877,-1,0.8281069133545098,0.022152970871427632,0.994535719886132,0.4111060704773094,3.0,1.6666666666666667,0.8333333333333334,13C1 O5,de-protonated,1,134,C6 H10 O5 13C1,6,10,5,1
135,173.08179464623055,173.08179464623055,173.0819323973938,1968.4636235125738,-1.8811080629041605,201116.9016738233,97.39780963080203,-1,0.7958725752445706,0.027849588390536778,0.9849842486473936,0.41070345249327955,2.0,1.75,0.5,O4,de-protonated,0,,C8 H14 O4,8,14,4,
138,174.0851461845411,174.0851461845411,174.0852872324661,137.2082375842689,-0.12446683179351935,200536.77696653162,6.788940188878789,-1,0.8102231225561433,0.026069000793993144,0.9849842486473936,0.40963509993535335,2.0,2.0,0.5714285714285714,13C1 O4,de-protonated,1,135,C7 H14 O4 13C1,7,14,4,1
136,173.11817309360927,173.11817309360927,173.11831790677812,367.7877895078308,-0.3479346276388608,201096.02669741708,18.197809031947486,-1,0.8364982434893362,0.020498879289946814,0.0,0.012299327573968089,1.0,2.0,0.3333333333333333,O3,de-protonated,0,,C9 H18 O3,9,18,3,
139,175.0246742941067,175.0246742941067,175.0248114431032,2104.5746966479246,-2.0316281555984226,199997.52728092813,104.13246310955167,-1,0.7835974533231462,0.025649782754804236,0.9974597022898207,0.4143737505688108,3.0,1.3333333333333333,1.0,O6,de-protonated,0,,C6 H8 O6,6,8,6,
142,176.02801689700328,176.02801689700328,176.02816627817552,131.5333137668551,-0.2284492379470524,199427.0276080554,6.508150062490028,-1,0.8486208508213514,0.01829963512151377,0.9974597022898207,0.40996366198883655,3.0,1.6,1.2,13C1 O6,de-protonated,1,139,C5 H8 O6 13C1,5,8,6,1
140,175.0610430604809,175.0610430604809,175.0611969524875,765.678877133437,-0.7346137614313372,199977.0273226621,37.88510217948277,-1,0.8790754849572396,0.013661313564608693,0.0,0.008196788138765215,2.0,1.7142857142857142,0.7142857142857143,O5,de-protonated,0,,C7 H12 O5,7,12,5,
141,175.0973967760981,175.0973967760981,175.0975824618718,244.3400067810554,-0.22625178311195682,199956.27728905098,12.08972377309369,-1,1.0604702309678282,0.0019347798598452993,0.0,0.0011608679159071796,1.0,2.0,0.5,O4,de-protonated,0,,C8 H16 O4,8,16,4,
144,177.0403187133767,177.0403187133767,177.04046150758123,2238.1546811492926,-2.1816939314055075,198856.02791225936,110.74188059918436,-1,0.8065625411567805,0.013470196561863034,0.9386372692256608,0.3835370256273822,2.0,1.6666666666666667,1.0,O6,de-protonated,0,,C6 H10 O6,6,10,6,
147,179.0348396303412,179.0348396303412,179.0349822039598,152.68110800987233,-0.13885260835967558,197745.2785347035,7.554523901046059,-1,0.7963450318394737,0.029506604327132202,0.0,0.01770396259627932,6.0,0.8888888888888888,0.4444444444444444,O4,de-protonated,0,,C9 H8 O4,9,8,4,
148,179.05593658181436,179.05593658181436,179.05611157205922,1378.839124549552,-1.6625465677146802,158186.77283480522,68.22371973769988,-1,0.9772927789040353,0.004961150334948386,0.0,0.0029766902009690315,1.0,2.0,1.0,O6,de-protonated,0,,C6 H12 O6,6,12,6,
150,181.05046681739947,181.05046681739947,181.05063226843782,127.50274122244471,-0.1209411452685345,196641.1541195295,6.308720958139545,-1,0.9138385007717585,0.009663021264041038,0.0,0.005797812758424623,5.0,1.1111111111111112,0.4444444444444444,O4,de-protonated,0,,C9 H10 O4,9,10,4,
151,181.08683646237574,181.08683646237574,181.0870177778221,170.22081806158226,-0.16569517613728646,196621.40415859348,8.42237297897188,-1,1.0012614298903517,0.0038120800907106185,0.0,0.002287248054426371,4.0,1.4,0.3,O3,de-protonated,0,,C10 H14 O3,10,14,3,
153,183.06615051785766,183.06615051785766,183.06628233291582,315.6741844394787,-0.31073666237927255,195555.90476993355,15.61927472478825,-1,0.7200400667679944,0.05611677210889483,0.0,0.0336700632653369,4.0,1.3333333333333333,0.4444444444444444,O4,de-protonated,0,,C9 H12 O4,9,12,4,
154,183.1025144167463,183.1025144167463,183.1026678423001,251.03447271541773,-0.25040568234562427,195536.15476179263,12.420959926440238,-1,0.8379209085956584,0.020229382313653926,0.0,0.012137629388192355,3.0,1.6,0.3,O3,de-protonated,0,,C10 H16 O3,10,16,3,
155,183.1389026376485,183.1389026376485,183.13905335168442,153.80869050880324,-0.15302387010216084,195517.02977663022,7.610315668931474,-1,0.8229486456705101,0.023226316838042108,0.0,0.013935790102825264,2.0,1.8181818181818181,0.18181818181818182,O2,de-protonated,0,,C11 H20 O2,11,20,2,
158,185.0090084814588,185.0090084814588,185.0091613786252,678.9345764808623,-7.691057847420636,194526.03035842022,33.593072202093374,-1,0.8264302441144363,0.02249703096739335,0.0,0.01349821858043601,5.0,0.8571428571428571,0.8571428571428571,O6,de-protonated,0,,C7 H6 O6,7,6,6,
159,185.0453917834506,185.0453917834506,185.0455468880095,301.3060692810045,-0.301154397485519,194506.90540725723,14.908353309607945,-1,0.8381966575695866,0.020177505768188435,0.0,0.01210650346091306,4.0,1.25,0.625,O5,de-protonated,0,,C8 H10 O5,8,10,5,
160,185.08178635005447,185.08178635005447,185.0819323973938,725.0332162820298,-0.7337288047218078,194487.78036514955,35.87399143776668,-1,0.7890956045813363,0.03145214218152165,0.0,0.018871285308912987,3.0,1.5555555555555556,0.4444444444444444,O4,de-protonated,0,,C9 H14 O4,9,14,4,
161,185.11817319997343,185.11817319997343,185.11831790677812,798.7971239050734,-0.8075725594588608,155575.07430698833,39.523763242781385,-1,0.7816990037847186,0.03354925115065783,0.0,0.020129550690394696,2.0,1.8,0.3,O3,de-protonated,0,,C10 H18 O3,10,18,3,
162,185.15457352606742,185.15457352606742,185.15470341616242,312.9119785041819,-0.3170927575861547,194449.90540590527,15.482603259472045,-1,0.7015219845874068,0.06495420802899039,0.0,0.03897252481739424,1.0,2.0,0.18181818181818182,O2,de-protonated,0,,C11 H22 O2,11,22,2,
165,187.02467066111973,187.02467066111973,187.0248114431032,3284.503753822805,-3.4252127218630584,193475.28094539346,162.5142916157347,-1,0.7527449560785372,0.0437151794966598,0.9963972607674337,0.42478801200496935,4.0,1.1428571428571428,0.8571428571428571,O6,de-protonated,0,,C7 H8 O6,7,8,6,
170,188.02802553900173,188.02802553900173,188.02816627817552,236.85492040845034,-0.24614145639697665,192958.03127978838,11.719368431556722,-1,0.748500485713838,0.044488856383356326,0.9963972607674337,0.42525221813698727,4.0,1.3333333333333333,1.0,13C1 O6,de-protonated,1,165,C6 H8 O6 13C1,6,8,6,1
167,187.06096712159624,187.06096712159624,187.0611969524875,593.4675665743123,-2.881286020390972,154765.07478267307,29.36424142200613,-1,1.2286401189325877,0.0002279406585271078,0.0,0.00013676439511626468,3.0,1.5,0.625,O5,de-protonated,0,,C8 H12 O5,8,12,5,
168,187.09739309068803,187.09739309068803,187.0975824618718,1673.0641487955884,-1.7703117817502079,193437.65596153997,82.78170930775734,-1,1.0121519545453073,0.002275158324253808,0.9833426166370092,0.39470214164935596,2.0,1.7777777777777777,0.4444444444444444,O4,de-protonated,0,,C9 H16 O4,9,16,4,
172,188.10073001861343,188.10073001861343,188.1009372969441,131.06403146665085,-0.13588537636651488,192920.7813073927,6.484930396354244,-1,1.1019526730789841,0.0011754439070741458,0.9833426166370092,0.3940423129990482,2.0,2.0,0.5,13C1 O4,de-protonated,1,168,C8 H16 O4 13C1,8,16,4,1
169,187.13376322497808,187.13376322497808,187.1339679712561,312.32718915760523,-0.314352593661816,193418.53099662744,15.453668408570223,-1,1.0941160509199346,0.0012933757384197282,0.0,0.0007760254430518369,1.0,2.0,0.3,O3,de-protonated,0,,C10 H20 O3,10,20,3,
173,189.0038389798066,189.0038389798066,189.0040759981969,254.1932437088539,-0.7934418764821165,192459.28157733975,12.577253074157648,-1,1.2540385123559887,0.00016057705875923727,0.0,9.634623525554236e-05,4.0,1.0,1.1666666666666667,O7,de-protonated,0,,C6 H6 O7,6,6,7,
174,189.04024200618127,189.04024200618127,189.04046150758123,5202.58453708053,-5.612667786917278,192440.78160489304,257.4192036256783,-1,1.1611344904866667,0.000432635451131434,0.9976704429627312,0.3993277584557714,3.0,1.4285714285714286,0.8571428571428571,O6,de-protonated,0,,C7 H10 O6,7,10,6,
177,190.04358701740787,190.04358701740787,190.0438163426535,382.79720674344486,-1.4868994799856652,191932.40687432975,18.94046149710963,-1,1.2066966979217157,0.00030673129667985617,0.9976704429627312,0.39925221596310045,3.0,1.6666666666666667,1.0,13C1 O6,de-protonated,1,174,C6 H10 O6 13C1,6,10,6,1
175,189.07655465105577,189.07655465105577,189.0768470169655,484.16682475847335,-1.4254111273065482,192422.28160448847,23.95613902340139,-1,1.5462808606222875,1.7027819183639363e-06,0.0,1.0216691510183617e-06,2.0,1.75,0.625,O5,de-protonated,0,,C8 H14 O5,8,14,5,
176,189.1129645056654,189.1129645056654,189.1132325263498,330.250149979329,-0.35099692685082706,192403.78160310228,16.340480389895834,-1,1.417249765315976,1.4248318594197234e-05,0.0,8.54899115651834e-06,1.0,2.0,0.4444444444444444,O4,de-protonated,0,,C9 H18 O4,9,18,4,
178,191.01947414188203,191.01947414188203,191.0197260626749,1025.447525326082,-1.0828575474675843,153153.07573252835,50.73822125291045,-1,1.3188208257622074,6.361169828426335e-05,0.0,3.816701897055801e-05,3.0,1.3333333333333333,1.1666666666666667,O7,de-protonated,0,,C6 H8 O7,6,8,7,
179,191.05586509097742,191.05586509097742,191.05611157205922,730.3693596455215,-0.769076375430409,191423.28217399184,36.13801901199872,-1,1.2900978658807356,9.645800771868911e-05,0.0,5.787480463121346e-05,2.0,1.7142857142857142,0.8571428571428571,O6,de-protonated,0,,C7 H12 O6,7,12,6,
180,191.09221625427955,191.09221625427955,191.0924970814435,162.75510485851873,-0.17184148832065282,191405.03223648027,8.052976204439357,-1,1.4695875988703653,6.154881447137508e-06,0.0,3.6929288682825045e-06,1.0,2.0,0.625,O5,de-protonated,0,,C8 H16 O5,8,16,5,
181,193.03513355006322,193.03513355006322,193.03537612715292,817.7764068588718,-0.8776032622612393,190439.03277571415,40.46284109313282,-1,1.2566457742629245,0.00015484230526906201,0.0,9.290538316143721e-05,2.0,1.6666666666666667,1.1666666666666667,O7,de-protonated,0,,C6 H10 O7,6,10,7,
182,193.07152233146772,193.07152233146772,193.07176163653722,248.85326613304724,-0.27250250172528623,190421.40781435074,12.313035786548802,-1,1.239461780794202,0.00019650781293894287,0.0,0.00011790468776336571,1.0,2.0,0.8571428571428571,O6,de-protonated,0,,C7 H14 O6,7,14,6,
184,195.06601629351272,195.06601629351272,195.06628233291582,138.1698958218566,-0.1482659255692412,189445.40838380222,6.836522173547282,-1,1.363841048895675,3.251919469523938e-05,0.0,1.9511516817143626e-05,5.0,1.2,0.4,O4,de-protonated,0,,C10 H12 O4,10,12,4,
185,195.1387790971327,195.1387790971327,195.13905335168442,138.0687963445626,-0.14739914805392418,189409.78343018587,6.831519862340898,-1,1.4054313937467109,1.7149507102229407e-05,0.0,1.0289704261337643e-05,3.0,1.6666666666666667,0.16666666666666666,O2,de-protonated,0,,C12 H20 O2,12,20,2,
186,197.04530504431276,197.04530504431276,197.0455468880095,164.27262714277418,-0.18075667871828396,188491.53396376316,8.128061842185952,-1,1.2273492122783243,0.00023199108705782996,0.0,0.00013919465223469798,5.0,1.1111111111111112,0.5555555555555556,O5,de-protonated,0,,C9 H10 O5,9,10,5,
187,197.08168163829322,197.08168163829322,197.0819323973938,277.31992165263387,-0.3076978020454479,188474.15896972868,13.721540298394869,-1,1.2723596604964515,0.00012416690115401904,0.0,7.450014069241142e-05,4.0,1.4,0.4,O4,de-protonated,0,,C10 H14 O4,10,14,4,
188,197.1180637266203,197.1180637266203,197.11831790677812,161.46902271837521,-0.17559029277487154,188456.78399146438,7.989342016863286,-1,1.2894801483169713,9.731569330966798e-05,0.0,5.8389415985800784e-05,3.0,1.6363636363636365,0.2727272727272727,O3,de-protonated,0,,C11 H18 O3,11,18,3,
189,197.15444928991784,197.15444928991784,197.15470341616242,144.61476379415924,-0.15818257329542643,188439.03398304773,7.155408444222619,-1,1.2889687143203483,9.803126032952422e-05,0.0,5.881875619771453e-05,2.0,1.8333333333333333,0.16666666666666666,O2,de-protonated,0,,C12 H22 O2,12,22,2,
190,199.06092970701772,199.06092970701772,199.0611969524875,330.99126927177707,-0.3878324632403273,187534.53457665048,16.377150305914277,-1,1.3425292014577574,4.480243384377939e-05,0.0,2.6881460306267636e-05,4.0,1.3333333333333333,0.5555555555555556,O5,de-protonated,0,,C9 H12 O5,9,12,5,
191,199.09735369026646,199.09735369026646,199.0975824618718,541.85704628873,-0.6170122334492718,187517.65955720725,26.81059929741765,-1,1.149042607757361,0.0006523078341967289,0.0,0.00039138470051803734,3.0,1.6,0.4,O4,de-protonated,0,,C10 H16 O4,10,16,4,
192,199.133725809929,199.133725809929,199.1339679712561,461.81671452343187,-0.5258895292876493,187500.53455683056,22.85027567093792,-1,1.2160724239540985,0.00027036595905568914,0.0,0.00016221957543341347,2.0,1.8181818181818181,0.2727272727272727,O3,de-protonated,0,,C11 H20 O3,11,20,3,
193,199.17012496125545,199.17012496125545,199.17035348064042,607.2781247346142,-0.6871368188531823,187483.40959409706,30.04757541839055,-1,1.1473564261350426,0.0006664922490529853,0.0,0.0003998953494317912,1.0,2.0,0.16666666666666666,O2,de-protonated,0,,C12 H24 O2,12,24,2,
194,201.00385076492066,201.00385076492066,201.0040759981969,408.36265952641065,-0.46499084203905916,149300.8781034293,20.205417106925427,-1,1.1205408403837471,0.0009343859596675088,0.0,0.0005606315758005053,5.0,0.8571428571428571,1.0,O7,de-protonated,0,,C7 H6 O7,7,6,7,
195,201.040204223519,201.040204223519,201.04046150758123,251.97401604501852,-1.228773005864809,149287.3781019631,12.46744768535196,-1,1.279762592564203,0.00011179473693835248,0.0,6.70768421630115e-05,4.0,1.25,0.75,O6,de-protonated,0,,C8 H10 O6,8,10,6,
196,201.07658855789543,201.07658855789543,201.0768470169655,527.5273765061988,-0.5998053250424455,186592.16012701072,26.101580124860757,-1,1.2853745913671604,0.00010320210229297878,0.0,6.192126137578727e-05,3.0,1.5555555555555556,0.5555555555555556,O5,de-protonated,0,,C9 H14 O5,9,14,5,
197,201.1129818181452,201.1129818181452,201.11323252634983,789.9427087536551,-0.9051986006946111,186575.28517029213,39.08565474486003,-1,1.2466022324686967,0.00017805314625770057,0.0,0.00010683188775462034,2.0,1.8,0.4,O4,de-protonated,0,,C10 H18 O4,10,18,4,
198,201.14935905521332,201.14935905521332,201.1496180357341,176.85229068826632,-0.1967246469003293,186558.4101743124,8.75049228011147,-1,1.287501926736532,0.00010011120378862893,0.0,6.006672227317736e-05,1.0,2.0,0.2727272727272727,O3,de-protonated,0,,C11 H22 O3,11,22,3,
199,203.01950038138577,203.01950038138577,203.0197260626749,2142.5519127739835,-2.5624513179396735,148557.8785656539,106.01154160628981,-1,1.111622468910177,0.0006037629347950637,0.9927060384570559,0.3974446731436994,4.0,1.1428571428571428,1.0,O7,de-protonated,0,,C7 H8 O7,7,8,7,
203,204.0228253423145,204.0228253423145,204.0230808977472,145.45096243002223,-0.16510622141024228,185240.03598748412,7.196782800637694,-1,1.2525809903048026,0.0001638695863745665,0.9927060384570559,0.3971807371346471,4.0,1.3333333333333333,1.1666666666666667,13C1 O7,de-protonated,1,199,C6 H8 O7 13C1,6,8,7,1
200,203.05586576075643,203.05586576075643,203.05611157205922,420.2354460148462,-0.4877899104075146,185680.53574627664,20.792871903841778,-1,1.2105585046754777,0.0002912293645570466,0.0,0.00017473761873422795,3.0,1.5,0.75,O6,de-protonated,0,,C8 H12 O6,8,12,6,
201,203.09221136076647,203.09221136076647,203.0924970814435,484.8058045078442,-0.5587330158115803,148531.27860000453,23.987755166693947,-1,1.406849987730852,1.677358998453026e-05,0.0,1.0064153990718156e-05,2.0,1.7777777777777777,0.5555555555555556,O5,de-protonated,0,,C9 H16 O5,9,16,5,
202,203.1286055678891,203.1286055678891,203.12888259082783,239.99167199919077,-0.2753721725148599,185647.2857494221,11.87457207903327,-1,1.363779169091081,3.2549701993272475e-05,0.0,1.9529821195963483e-05,1.0,2.0,0.4,O4,de-protonated,0,,C10 H20 O4,10,20,4,
204,205.03512193503573,205.03512193503573,205.03537612715292,5068.081846594068,-6.0543188840728845,184782.16131356245,250.7641314737964,-1,1.239747608358793,0.00011143365330491467,0.9943287758998471,0.3977983705519218,3.0,1.4285714285714286,1.0,O7,de-protonated,0,,C7 H10 O7,7,10,7,
207,206.03844750608226,206.03844750608226,206.0387309622252,353.45075909439083,-0.4147077502862674,184332.0365995849,17.48842566199347,-1,1.3757420345890667,2.7131587437443898e-05,0.9943287758998471,0.39774778931240135,3.0,1.6666666666666667,1.1666666666666667,13C1 O7,de-protonated,1,204,C6 H10 O7 13C1,6,10,7,1
205,205.07141992867636,205.07141992867636,205.07176163653722,252.32256439011084,-0.29089155036717523,147812.77906131317,12.484693543978423,-1,1.6662843198304387,1.9998587845292406e-07,0.0,1.1999152707175442e-07,2.0,1.75,0.75,O6,de-protonated,0,,C8 H14 O6,8,14,6,
206,205.10782011558948,205.10782011558948,205.1081471459215,195.28289666920574,-0.232933010765549,184749.411316281,9.662422087332716,-1,1.5944287760727458,7.350328259277696e-07,0.0,4.4101969555666176e-07,1.0,2.0,0.5555555555555556,O5,de-protonated,0,,C9 H18 O5,9,18,5,
209,207.05072094079912,207.05072094079912,207.0510261916309,2725.366629265684,-3.2646895414250734,147104.57949789887,134.8486895875138,-1,1.4742782849283484,7.903367638397012e-06,0.9918515037689455,0.39674534352816127,2.0,1.7142857142857142,1.0,O7,de-protonated,0,,C7 H12 O7,7,12,7,
211,208.05408165806253,208.05408165806253,208.0543810267032,182.36294229195903,-0.21926955424270428,183436.66217668846,9.023154365113777,-1,1.438896115481652,1.0106370225989676e-05,0.9918515037689455,0.3967466653297138,2.0,2.0,1.1666666666666667,13C1 O7,de-protonated,1,209,C6 H12 O7 13C1,6,12,7,1
210,207.08707073029916,207.08707073029916,207.0874117010152,131.14359698913597,-0.15296020466443422,183864.4118804232,6.48886722684459,-1,1.6465062422295373,2.877955262604126e-07,0.0,1.7267731575624754e-07,1.0,2.0,0.75,O6,de-protonated,0,,C8 H16 O6,8,16,6,
214,209.0663658140812,209.0663658140812,209.0666762561089,135.27249780862144,-0.16805932505788573,182992.28745192883,6.693161525808119,-1,1.4848948348460769,4.787439520155001e-06,0.0,2.872463712093001e-06,1.0,2.0,1.0,O7,de-protonated,0,,C7 H14 O7,7,14,7,
216,211.06089335943756,211.06089335943756,211.0611969524875,143.33959463577108,-0.17308385515385055,182125.2880347246,7.092314221168531,-1,1.4384124336111668,1.0184812276573844e-05,0.0,6.110887365944306e-06,5.0,1.2,0.5,O5,de-protonated,0,,C10 H12 O5,10,12,5,
217,211.09728928678265,211.09728928678265,211.0975824618718,245.07850573426842,-0.30053722058501664,182109.9130306018,12.126264037083551,-1,1.388813105937781,2.2196725150918993e-05,0.0,1.3318035090551396e-05,4.0,1.4545454545454546,0.36363636363636365,O4,de-protonated,0,,C11 H16 O4,11,16,4,
218,211.13362699037052,211.13362699037052,211.1339679712561,204.06330631758453,-4.527647932740924,182093.91303967603,10.096868859525147,-1,1.6149977612447968,5.093661559274849e-07,0.0,3.056196935564909e-07,3.0,1.6666666666666667,0.25,O3,de-protonated,0,,C12 H20 O3,12,20,3,
220,213.07654818759238,213.07654818759238,213.0768470169655,331.9872894994593,-0.4102203802642644,181262.1636024993,16.426432490947047,-1,1.4024488221298674,1.796626019296737e-05,0.0,1.0779756115780423e-05,4.0,1.4,0.5,O5,de-protonated,0,,C10 H14 O5,10,14,5,
221,213.11293259078286,213.11293259078286,213.11323252634983,380.5961392491275,-0.4752459166986485,181246.66361013326,18.831554657158215,-1,1.4074000164884832,1.6629963159501648e-05,0.0,9.977977895700988e-06,3.0,1.6363636363636365,0.36363636363636365,O4,de-protonated,0,,C11 H18 O4,11,18,4,
222,213.14930999824165,213.14930999824165,213.1496180357341,420.10242588663675,-0.5386340867189279,181230.91360347724,20.78629018753793,-1,1.44517027662556,9.139791945891359e-06,0.0,5.483875167534815e-06,2.0,1.8333333333333333,0.25,O3,de-protonated,0,,C12 H22 O3,12,22,3,
223,213.1856882216455,213.1856882216455,213.1860035451184,419.09544403524944,-0.5217059404351208,181215.41365501555,20.73646563122325,-1,1.4791002582744537,5.266747105676296e-06,0.0,3.160048263405777e-06,1.0,2.0,0.15384615384615385,O2,de-protonated,0,,C13 H26 O2,13,26,2,
224,215.05578583799587,215.05578583799587,215.05611157205922,274.1803695376045,-0.3425109218581189,180425.78916011585,13.566198083495333,-1,1.5146468564475652,2.9159756051817636e-06,0.0,1.7495853631090581e-06,4.0,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,,C9 H12 O6,9,12,6,
225,215.09217662238086,215.09217662238086,215.0924970814435,418.2541643040462,-0.5313601045129448,180410.53918400707,20.69483986678074,-1,1.4898662993065563,4.4098252332417755e-06,0.0,2.6458951399450654e-06,3.0,1.6,0.5,O5,de-protonated,0,,C10 H16 O5,10,16,5,
226,215.12856606991173,215.12856606991173,215.12888259082783,491.174353650665,-4.551561161893558,180395.28920245706,24.30286525032863,-1,1.4713083259170952,5.984254232303084e-06,0.0,3.5905525393818504e-06,2.0,1.8181818181818181,0.36363636363636365,O4,de-protonated,0,,C11 H20 O4,11,20,4,
227,215.16495183631025,215.16495183631025,215.1652681002121,181.93960781079304,-0.23144261038066194,180380.03920051685,9.002208155737968,-1,1.4698650234941513,6.127060285492786e-06,0.0,3.6762361712956713e-06,1.0,2.0,0.25,O3,de-protonated,0,,C12 H24 O3,12,24,3,
228,217.03506797085763,217.03506797085763,217.03537612715292,134.92773450848273,-0.6655242111850805,179601.5397008938,6.676102947801644,-1,1.4198436254441822,1.3677545080129365e-05,0.0,8.206527048077618e-06,4.0,1.25,0.875,O7,de-protonated,0,,C8 H10 O7,8,10,7,
229,217.071423706775,217.071423706775,217.07176163653722,311.8890789539869,-0.39779734493753616,179586.16473322336,15.43199110973694,-1,1.5567651898932946,1.4212296768640277e-06,0.0,8.527378061184166e-07,3.0,1.5555555555555556,0.6666666666666666,O6,de-protonated,0,,C9 H14 O6,9,14,6,
230,217.10780991822597,217.10780991822597,217.10814714592152,324.01072489654086,-0.4172374895060854,179571.4147323986,16.031759248615792,-1,1.5532705703874623,1.5096871138873287e-06,0.0,9.058122683323972e-07,2.0,1.8,0.5,O5,de-protonated,0,,C10 H18 O5,10,18,5,
231,217.14417276374851,217.14417276374851,217.14453265530582,132.12612894832313,-0.16552003020186595,179556.41474790924,6.537482024483739,-1,1.657382541058959,2.3571335337737676e-07,0.0,1.4142801202642606e-07,1.0,2.0,0.36363636363636365,O4,de-protonated,0,,C11 H22 O4,11,22,4,
233,219.01434881117515,219.01434881117515,219.0146406822466,693.4361693233985,-0.8986863662205188,178787.7902613864,34.31059797302958,-1,1.3326555272501315,5.188378778828077e-05,0.0,3.113027267296846e-05,4.0,1.1428571428571428,1.1428571428571428,O8,de-protonated,0,,C7 H8 O8,7,8,8,
234,219.0507603284214,219.0507603284214,219.0510261916309,305.54393645773746,-0.4002157007168327,143018.48222299604,15.118039165922385,-1,1.2137044693581815,0.0002791476622485697,0.0,0.00016748859734914184,3.0,1.5,0.875,O7,de-protonated,0,,C8 H12 O7,8,12,7,
